Scenario,Random_Seed,Iteration,Num_Experiments,yield_Measurements,yield_IterBest,yield_CumBest,Initial_Data
50,1339,9,20,"[0.0, 25.35]",25.35,85.24,4.0
50,1339,0,2,"[61.71, 15.92]",61.71,61.71,5.0
50,1339,1,4,"[3.6, 5.22]",5.22,61.71,5.0
50,1339,2,6,"[39.55, 43.84]",43.84,61.71,5.0
50,1339,3,8,"[5.75, 0.0]",5.75,61.71,5.0
50,1339,4,10,"[0.0, 0.0]",0.0,61.71,5.0
50,1339,5,12,"[57.27, 47.03]",57.27,61.71,5.0
50,1339,6,14,"[37.38, 3.4]",37.38,61.71,5.0
50,1339,7,16,"[1.71, 0.41]",1.71,61.71,5.0
50,1339,8,18,"[19.55, 14.29]",19.55,61.71,5.0
50,1339,9,20,"[11.68, 43.2]",43.2,61.71,5.0
50,1339,0,2,"[61.09, 0.0]",61.09,61.09,6.0
50,1339,1,4,"[12.23, 36.96]",36.96,61.09,6.0
50,1339,2,6,"[63.2, 44.22]",63.2,63.2,6.0
50,1339,3,8,"[37.37, 24.55]",37.37,63.2,6.0
50,1339,4,10,"[3.6, 5.22]",5.22,63.2,6.0
50,1339,5,12,"[38.8, 39.55]",39.55,63.2,6.0
50,1339,6,14,"[5.75, 52.23]",52.23,63.2,6.0
50,1339,7,16,"[0.0, 0.0]",0.0,63.2,6.0
50,1339,8,18,"[0.0, 57.27]",57.27,63.2,6.0
50,1339,9,20,"[47.03, 37.38]",47.03,63.2,6.0
50,1339,0,2,"[9.59, 5.85]",9.59,9.59,7.0
50,1339,1,4,"[3.6, 5.22]",5.22,9.59,7.0
50,1339,2,6,"[5.75, 0.0]",5.75,9.59,7.0
50,1339,3,8,"[0.0, 0.0]",0.0,9.59,7.0
50,1339,4,10,"[57.27, 47.03]",57.27,57.27,7.0
50,1339,5,12,"[61.71, 85.24]",85.24,85.24,7.0
50,1339,6,14,"[37.38, 3.4]",37.38,85.24,7.0
50,1339,7,16,"[1.71, 0.41]",1.71,85.24,7.0
50,1339,8,18,"[19.55, 14.29]",19.55,85.24,7.0
50,1339,9,20,"[11.68, 43.2]",43.2,85.24,7.0
50,1339,0,2,"[0.0, 7.59]",7.59,7.59,8.0
50,1339,1,4,"[3.6, 5.22]",5.22,7.59,8.0
50,1339,2,6,"[5.75, 0.0]",5.75,7.59,8.0
50,1339,3,8,"[0.0, 0.0]",0.0,7.59,8.0
50,1339,4,10,"[57.27, 47.03]",57.27,57.27,8.0
50,1339,5,12,"[37.38, 3.4]",37.38,57.27,8.0
50,1339,6,14,"[1.71, 0.41]",1.71,57.27,8.0
50,1339,7,16,"[19.55, 14.29]",19.55,57.27,8.0
50,1339,8,18,"[11.68, 43.2]",43.2,57.27,8.0
50,1339,9,20,"[38.03, 38.79]",38.79,57.27,8.0
50,1339,0,2,"[79.33, 43.84]",79.33,79.33,9.0
50,1339,1,4,"[85.24, 82.21]",85.24,85.24,9.0
50,1339,2,6,"[60.68, 86.14]",86.14,86.14,9.0
50,1339,3,8,"[13.78, 23.23]",23.23,86.14,9.0
50,1339,4,10,"[0.0, 46.57]",46.57,86.14,9.0
50,1339,5,12,"[18.38, 57.85]",57.85,86.14,9.0
50,1339,6,14,"[23.71, 52.2]",52.2,86.14,9.0
50,1339,7,16,"[65.32, 44.22]",65.32,86.14,9.0
50,1339,8,18,"[30.41, 62.75]",62.75,86.14,9.0
50,1339,9,20,"[43.2, 54.55]",54.55,86.14,9.0
50,1339,0,2,"[0.0, 0.0]",0.0,0.0,10.0
50,1339,1,4,"[3.6, 5.22]",5.22,5.22,10.0
50,1339,2,6,"[5.75, 0.0]",5.75,5.75,10.0
50,1339,3,8,"[0.0, 0.0]",0.0,5.75,10.0
50,1339,4,10,"[57.27, 47.03]",57.27,57.27,10.0
50,1339,5,12,"[37.38, 3.4]",37.38,57.27,10.0
50,1339,6,14,"[1.71, 0.41]",1.71,57.27,10.0
50,1339,7,16,"[19.55, 14.29]",19.55,57.27,10.0
50,1339,8,18,"[11.68, 43.2]",43.2,57.27,10.0
50,1339,9,20,"[38.03, 38.79]",38.79,57.27,10.0
50,1339,0,2,"[0.97, 0.0]",0.97,0.97,11.0
50,1339,1,4,"[84.03, 0.0]",84.03,84.03,11.0
50,1339,2,6,"[61.71, 85.24]",85.24,85.24,11.0
50,1339,3,8,"[61.09, 31.66]",61.09,85.24,11.0
50,1339,4,10,"[23.23, 82.21]",82.21,85.24,11.0
50,1339,5,12,"[43.84, 65.32]",65.32,85.24,11.0
50,1339,6,14,"[11.24, 7.59]",11.24,85.24,11.0
50,1339,7,16,"[3.6, 5.22]",5.22,85.24,11.0
50,1339,8,18,"[5.75, 0.0]",5.75,85.24,11.0
50,1339,9,20,"[0.0, 0.0]",0.0,85.24,11.0
50,1339,0,2,"[84.03, 0.0]",84.03,84.03,12.0
50,1339,1,4,"[57.27, 63.2]",63.2,84.03,12.0
50,1339,2,6,"[13.19, 26.29]",26.29,84.03,12.0
50,1339,3,8,"[38.79, 40.47]",40.47,84.03,12.0
50,1339,4,10,"[23.23, 65.32]",65.32,84.03,12.0
50,1339,5,12,"[38.79, 61.94]",61.94,84.03,12.0
50,1339,6,14,"[5.85, 28.17]",28.17,84.03,12.0
50,1339,7,16,"[19.99, 36.73]",36.73,84.03,12.0
50,1339,8,18,"[3.6, 4.23]",4.23,84.03,12.0
50,1339,9,20,"[5.22, 54.55]",54.55,84.03,12.0
50,1339,0,2,"[0.0, 15.86]",15.86,15.86,13.0
50,1339,1,4,"[61.09, 43.84]",61.09,61.09,13.0
50,1339,2,6,"[3.6, 5.22]",5.22,61.09,13.0
50,1339,3,8,"[5.75, 0.0]",5.75,61.09,13.0
50,1339,4,10,"[0.0, 0.0]",0.0,61.09,13.0
50,1339,5,12,"[57.27, 47.03]",57.27,61.09,13.0
50,1339,6,14,"[37.38, 3.4]",37.38,61.09,13.0
50,1339,7,16,"[1.71, 0.41]",1.71,61.09,13.0
50,1339,8,18,"[19.55, 14.29]",19.55,61.09,13.0
50,1339,9,20,"[11.68, 43.2]",43.2,61.09,13.0
50,1339,0,2,"[30.41, 32.36]",32.36,32.36,14.0
50,1339,1,4,"[3.6, 5.22]",5.22,32.36,14.0
50,1339,2,6,"[5.75, 0.0]",5.75,32.36,14.0
50,1339,3,8,"[0.0, 0.0]",0.0,32.36,14.0
50,1339,4,10,"[57.27, 47.03]",57.27,57.27,14.0
50,1339,5,12,"[37.38, 3.4]",37.38,57.27,14.0
50,1339,6,14,"[1.71, 0.41]",1.71,57.27,14.0
50,1339,7,16,"[19.55, 14.29]",19.55,57.27,14.0
50,1339,8,18,"[11.68, 43.2]",43.2,57.27,14.0
50,1339,9,20,"[38.03, 38.79]",38.79,57.27,14.0
50,1340,0,2,"[0.0, 0.0]",0.0,0.0,0.0
50,1340,1,4,"[55.7, 61.09]",61.09,61.09,0.0
50,1340,2,6,"[3.6, 5.22]",5.22,61.09,0.0
50,1340,3,8,"[5.75, 0.0]",5.75,61.09,0.0
50,1340,4,10,"[0.0, 0.0]",0.0,61.09,0.0
50,1340,5,12,"[57.27, 47.03]",57.27,61.09,0.0
50,1340,6,14,"[37.38, 3.4]",37.38,61.09,0.0
50,1340,7,16,"[1.71, 0.41]",1.71,61.09,0.0
50,1340,8,18,"[19.55, 14.29]",19.55,61.09,0.0
50,1340,9,20,"[11.68, 43.2]",43.2,61.09,0.0
50,1340,0,2,"[46.46, 63.2]",63.2,63.2,1.0
50,1340,1,4,"[3.6, 5.22]",5.22,63.2,1.0
50,1340,2,6,"[5.75, 0.0]",5.75,63.2,1.0
50,1340,3,8,"[0.0, 0.0]",0.0,63.2,1.0
50,1340,4,10,"[57.27, 47.03]",57.27,63.2,1.0
50,1340,5,12,"[37.38, 3.4]",37.38,63.2,1.0
50,1340,6,14,"[1.71, 0.41]",1.71,63.2,1.0
50,1340,7,16,"[19.55, 14.29]",19.55,63.2,1.0
50,1340,8,18,"[11.68, 43.2]",43.2,63.2,1.0
50,1340,9,20,"[38.03, 38.79]",38.79,63.2,1.0
50,1340,0,2,"[84.03, 0.0]",84.03,84.03,2.0
50,1340,1,4,"[23.23, 68.86]",68.86,84.03,2.0
50,1340,2,6,"[61.09, 43.84]",61.09,84.03,2.0
50,1340,3,8,"[65.32, 61.71]",65.32,84.03,2.0
50,1340,4,10,"[24.05, 6.73]",24.05,84.03,2.0
50,1340,5,12,"[44.4, 2.65]",44.4,84.03,2.0
50,1340,6,14,"[3.6, 5.22]",5.22,84.03,2.0
50,1340,7,16,"[5.75, 32.71]",32.71,84.03,2.0
50,1340,8,18,"[0.0, 0.0]",0.0,84.03,2.0
50,1340,9,20,"[0.0, 57.27]",57.27,84.03,2.0
50,1340,0,2,"[61.09, 63.2]",63.2,63.2,3.0
50,1340,1,4,"[3.6, 5.22]",5.22,63.2,3.0
50,1340,2,6,"[5.75, 0.0]",5.75,63.2,3.0
50,1340,3,8,"[0.0, 0.0]",0.0,63.2,3.0
50,1340,4,10,"[57.27, 47.03]",57.27,63.2,3.0
50,1340,5,12,"[37.38, 3.4]",37.38,63.2,3.0
50,1340,6,14,"[1.71, 0.41]",1.71,63.2,3.0
50,1340,7,16,"[19.55, 14.29]",19.55,63.2,3.0
50,1340,8,18,"[11.68, 43.2]",43.2,63.2,3.0
50,1340,9,20,"[38.03, 38.79]",38.79,63.2,3.0
50,1340,0,2,"[0.97, 0.0]",0.97,0.97,4.0
50,1340,1,4,"[3.6, 5.22]",5.22,5.22,4.0
50,1340,2,6,"[5.75, 0.0]",5.75,5.75,4.0
50,1340,3,8,"[0.0, 0.0]",0.0,5.75,4.0
50,1340,4,10,"[57.27, 47.03]",57.27,57.27,4.0
50,1340,5,12,"[37.38, 3.4]",37.38,57.27,4.0
50,1340,6,14,"[1.71, 0.41]",1.71,57.27,4.0
50,1340,7,16,"[19.55, 14.29]",19.55,57.27,4.0
50,1340,8,18,"[11.68, 43.2]",43.2,57.27,4.0
50,1340,9,20,"[38.03, 38.79]",38.79,57.27,4.0
50,1340,0,2,"[84.03, 63.2]",84.03,84.03,5.0
50,1340,1,4,"[61.71, 85.24]",85.24,85.24,5.0
50,1340,2,6,"[61.09, 0.0]",61.09,85.24,5.0
50,1340,3,8,"[14.72, 43.84]",43.84,85.24,5.0
50,1340,4,10,"[18.38, 52.2]",52.2,85.24,5.0
50,1340,5,12,"[65.32, 51.32]",65.32,85.24,5.0
50,1340,6,14,"[82.21, 31.58]",82.21,85.24,5.0
50,1340,7,16,"[25.67, 9.32]",25.67,85.24,5.0
50,1340,8,18,"[28.02, 54.55]",54.55,85.24,5.0
50,1340,9,20,"[3.6, 60.68]",60.68,85.24,5.0
50,1340,0,2,"[85.24, 82.21]",85.24,85.24,6.0
50,1340,1,4,"[3.6, 5.22]",5.22,85.24,6.0
50,1340,2,6,"[62.75, 43.84]",62.75,85.24,6.0
50,1340,3,8,"[5.75, 0.0]",5.75,85.24,6.0
50,1340,4,10,"[0.0, 0.0]",0.0,85.24,6.0
50,1340,5,12,"[57.27, 47.03]",57.27,85.24,6.0
50,1340,6,14,"[37.38, 3.4]",37.38,85.24,6.0
50,1340,7,16,"[1.71, 0.41]",1.71,85.24,6.0
50,1340,8,18,"[19.55, 14.29]",19.55,85.24,6.0
50,1340,9,20,"[11.68, 43.2]",43.2,85.24,6.0
50,1340,0,2,"[0.0, 3.68]",3.68,3.68,7.0
50,1340,1,4,"[40.47, 43.84]",43.84,43.84,7.0
50,1340,2,6,"[3.6, 5.22]",5.22,43.84,7.0
50,1340,3,8,"[5.75, 0.0]",5.75,43.84,7.0
50,1340,4,10,"[0.0, 0.0]",0.0,43.84,7.0
50,1340,5,12,"[57.27, 47.03]",57.27,57.27,7.0
50,1340,6,14,"[37.38, 3.4]",37.38,57.27,7.0
50,1340,7,16,"[1.71, 0.41]",1.71,57.27,7.0
50,1340,8,18,"[19.55, 14.29]",19.55,57.27,7.0
50,1340,9,20,"[11.68, 43.2]",43.2,57.27,7.0
50,1340,0,2,"[43.84, 0.0]",43.84,43.84,8.0
50,1340,1,4,"[3.6, 5.22]",5.22,43.84,8.0
50,1340,2,6,"[5.75, 0.0]",5.75,43.84,8.0
50,1340,3,8,"[0.0, 0.0]",0.0,43.84,8.0
50,1340,4,10,"[57.27, 47.03]",57.27,57.27,8.0
50,1340,5,12,"[37.38, 3.4]",37.38,57.27,8.0
50,1340,6,14,"[1.71, 0.41]",1.71,57.27,8.0
50,1340,7,16,"[19.55, 14.29]",19.55,57.27,8.0
50,1340,8,18,"[11.68, 43.2]",43.2,57.27,8.0
50,1340,9,20,"[38.03, 38.79]",38.79,57.27,8.0
50,1340,0,2,"[12.23, 43.22]",43.22,43.22,9.0
50,1340,1,4,"[0.0, 0.0]",0.0,43.22,9.0
50,1340,2,6,"[43.84, 63.2]",63.2,63.2,9.0
50,1340,3,8,"[3.6, 5.22]",5.22,63.2,9.0
50,1340,4,10,"[5.75, 0.0]",5.75,63.2,9.0
50,1340,5,12,"[0.0, 0.0]",0.0,63.2,9.0
50,1340,6,14,"[57.27, 47.03]",57.27,63.2,9.0
50,1340,7,16,"[37.38, 3.4]",37.38,63.2,9.0
50,1340,8,18,"[1.71, 0.41]",1.71,63.2,9.0
50,1340,9,20,"[19.55, 14.29]",19.55,63.2,9.0
50,1340,0,2,"[43.84, 23.23]",43.84,43.84,10.0
50,1340,1,4,"[3.6, 5.22]",5.22,43.84,10.0
50,1340,2,6,"[5.75, 0.0]",5.75,43.84,10.0
50,1340,3,8,"[0.0, 0.0]",0.0,43.84,10.0
50,1340,4,10,"[57.27, 47.03]",57.27,57.27,10.0
50,1340,5,12,"[37.38, 3.4]",37.38,57.27,10.0
50,1340,6,14,"[1.71, 0.41]",1.71,57.27,10.0
50,1340,7,16,"[19.55, 14.29]",19.55,57.27,10.0
50,1340,8,18,"[11.68, 43.2]",43.2,57.27,10.0
50,1340,9,20,"[38.03, 38.79]",38.79,57.27,10.0
50,1340,0,2,"[0.0, 0.0]",0.0,0.0,11.0
50,1340,1,4,"[61.09, 86.14]",86.14,86.14,11.0
50,1340,2,6,"[60.68, 63.2]",63.2,86.14,11.0
50,1340,3,8,"[3.6, 5.22]",5.22,86.14,11.0
50,1340,4,10,"[5.75, 0.0]",5.75,86.14,11.0
50,1340,5,12,"[0.0, 0.0]",0.0,86.14,11.0
50,1340,6,14,"[57.27, 47.03]",57.27,86.14,11.0
50,1340,7,16,"[37.38, 3.4]",37.38,86.14,11.0
50,1340,8,18,"[1.71, 0.41]",1.71,86.14,11.0
50,1340,9,20,"[19.55, 14.29]",19.55,86.14,11.0
50,1340,0,2,"[57.27, 16.04]",57.27,57.27,12.0
50,1340,1,4,"[84.03, 0.0]",84.03,84.03,12.0
50,1340,2,6,"[62.75, 43.84]",62.75,84.03,12.0
50,1340,3,8,"[31.66, 65.32]",65.32,84.03,12.0
50,1340,4,10,"[72.24, 38.78]",72.24,84.03,12.0
50,1340,5,12,"[40.47, 23.23]",40.47,84.03,12.0
50,1340,6,14,"[38.03, 38.79]",38.79,84.03,12.0
50,1340,7,16,"[3.6, 5.22]",5.22,84.03,12.0
50,1340,8,18,"[5.75, 0.0]",5.75,84.03,12.0
50,1340,9,20,"[0.0, 0.0]",0.0,84.03,12.0
50,1340,0,2,"[57.27, 19.55]",57.27,57.27,13.0
50,1340,1,4,"[61.09, 84.03]",84.03,84.03,13.0
50,1340,2,6,"[3.6, 5.22]",5.22,84.03,13.0
50,1340,3,8,"[5.75, 0.0]",5.75,84.03,13.0
50,1340,4,10,"[0.0, 0.0]",0.0,84.03,13.0
50,1340,5,12,"[47.03, 37.38]",47.03,84.03,13.0
50,1340,6,14,"[3.4, 1.71]",3.4,84.03,13.0
50,1340,7,16,"[0.41, 14.29]",14.29,84.03,13.0
50,1340,8,18,"[11.68, 43.2]",43.2,84.03,13.0
50,1340,9,20,"[38.03, 38.79]",38.79,84.03,13.0
50,1340,0,2,"[61.71, 85.24]",85.24,85.24,14.0
50,1340,1,4,"[61.09, 63.2]",63.2,85.24,14.0
50,1340,2,6,"[3.6, 5.22]",5.22,85.24,14.0
50,1340,3,8,"[5.75, 0.0]",5.75,85.24,14.0
50,1340,4,10,"[0.0, 0.0]",0.0,85.24,14.0
50,1340,5,12,"[57.27, 47.03]",57.27,85.24,14.0
50,1340,6,14,"[37.38, 3.4]",37.38,85.24,14.0
50,1340,7,16,"[1.71, 0.41]",1.71,85.24,14.0
50,1340,8,18,"[19.55, 14.29]",19.55,85.24,14.0
50,1340,9,20,"[11.68, 43.2]",43.2,85.24,14.0
50,1341,0,2,"[0.0, 0.0]",0.0,0.0,0.0
50,1341,1,4,"[55.7, 61.09]",61.09,61.09,0.0
50,1341,2,6,"[3.6, 5.22]",5.22,61.09,0.0
50,1341,3,8,"[5.75, 0.0]",5.75,61.09,0.0
50,1341,4,10,"[0.0, 0.0]",0.0,61.09,0.0
50,1341,5,12,"[57.27, 47.03]",57.27,61.09,0.0
50,1341,6,14,"[37.38, 3.4]",37.38,61.09,0.0
50,1341,7,16,"[1.71, 0.41]",1.71,61.09,0.0
50,1341,8,18,"[19.55, 14.29]",19.55,61.09,0.0
50,1341,9,20,"[11.68, 43.2]",43.2,61.09,0.0
50,1341,0,2,"[0.0, 0.0]",0.0,0.0,1.0
50,1341,1,4,"[55.7, 61.09]",61.09,61.09,1.0
50,1341,2,6,"[3.6, 5.22]",5.22,61.09,1.0
50,1341,3,8,"[5.75, 0.0]",5.75,61.09,1.0
50,1341,4,10,"[0.0, 0.0]",0.0,61.09,1.0
50,1341,5,12,"[57.27, 47.03]",57.27,61.09,1.0
50,1341,6,14,"[37.38, 3.4]",37.38,61.09,1.0
50,1341,7,16,"[1.71, 0.41]",1.71,61.09,1.0
50,1341,8,18,"[19.55, 14.29]",19.55,61.09,1.0
50,1341,9,20,"[11.68, 43.2]",43.2,61.09,1.0
50,1341,0,2,"[61.09, 63.2]",63.2,63.2,2.0
50,1341,1,4,"[3.6, 5.22]",5.22,63.2,2.0
50,1341,2,6,"[5.75, 0.0]",5.75,63.2,2.0
50,1341,3,8,"[0.0, 0.0]",0.0,63.2,2.0
50,1341,4,10,"[57.27, 47.03]",57.27,63.2,2.0
50,1341,5,12,"[37.38, 3.4]",37.38,63.2,2.0
50,1341,6,14,"[1.71, 0.41]",1.71,63.2,2.0
50,1341,7,16,"[19.55, 14.29]",19.55,63.2,2.0
50,1341,8,18,"[11.68, 43.2]",43.2,63.2,2.0
50,1341,9,20,"[38.03, 38.79]",38.79,63.2,2.0
50,1341,0,2,"[0.0, 0.0]",0.0,0.0,3.0
50,1341,1,4,"[61.09, 84.03]",84.03,84.03,3.0
50,1341,2,6,"[3.6, 5.22]",5.22,84.03,3.0
50,1341,3,8,"[5.75, 0.0]",5.75,84.03,3.0
50,1341,4,10,"[0.0, 0.0]",0.0,84.03,3.0
50,1341,5,12,"[57.27, 47.03]",57.27,84.03,3.0
50,1341,6,14,"[37.38, 3.4]",37.38,84.03,3.0
50,1341,7,16,"[1.71, 0.41]",1.71,84.03,3.0
50,1341,8,18,"[19.55, 14.29]",19.55,84.03,3.0
50,1341,9,20,"[11.68, 43.2]",43.2,84.03,3.0
50,1341,0,2,"[0.97, 0.0]",0.97,0.97,4.0
50,1341,1,4,"[3.6, 5.22]",5.22,5.22,4.0
50,1341,2,6,"[5.75, 0.0]",5.75,5.75,4.0
50,1341,3,8,"[0.0, 0.0]",0.0,5.75,4.0
50,1341,4,10,"[57.27, 47.03]",57.27,57.27,4.0
50,1341,5,12,"[37.38, 3.4]",37.38,57.27,4.0
50,1341,6,14,"[1.71, 0.41]",1.71,57.27,4.0
50,1341,7,16,"[19.55, 14.29]",19.55,57.27,4.0
50,1341,8,18,"[11.68, 43.2]",43.2,57.27,4.0
50,1341,9,20,"[38.03, 38.79]",38.79,57.27,4.0
50,1341,0,2,"[61.71, 85.24]",85.24,85.24,5.0
50,1341,1,4,"[0.0, 0.0]",0.0,85.24,5.0
50,1341,2,6,"[84.03, 63.2]",84.03,85.24,5.0
50,1341,3,8,"[39.55, 43.84]",43.84,85.24,5.0
50,1341,4,10,"[86.14, 0.0]",86.14,86.14,5.0
50,1341,5,12,"[60.68, 14.72]",60.68,86.14,5.0
50,1341,6,14,"[61.09, 79.33]",79.33,86.14,5.0
50,1341,7,16,"[26.56, 52.2]",52.2,86.14,5.0
50,1341,8,18,"[38.79, 51.32]",51.32,86.14,5.0
50,1341,9,20,"[65.32, 28.02]",65.32,86.14,5.0
50,1341,0,2,"[84.03, 82.21]",84.03,84.03,6.0
50,1341,1,4,"[62.75, 43.84]",62.75,84.03,6.0
50,1341,2,6,"[3.6, 5.22]",5.22,84.03,6.0
50,1341,3,8,"[5.75, 0.0]",5.75,84.03,6.0
50,1341,4,10,"[0.0, 0.0]",0.0,84.03,6.0
50,1341,5,12,"[57.27, 47.03]",57.27,84.03,6.0
50,1341,6,14,"[37.38, 3.4]",37.38,84.03,6.0
50,1341,7,16,"[1.71, 0.41]",1.71,84.03,6.0
50,1341,8,18,"[19.55, 14.29]",19.55,84.03,6.0
50,1341,9,20,"[11.68, 43.2]",43.2,84.03,6.0
50,1341,0,2,"[0.0, 63.2]",63.2,63.2,7.0
50,1341,1,4,"[39.55, 43.84]",43.84,63.2,7.0
50,1341,2,6,"[36.96, 31.85]",36.96,63.2,7.0
50,1341,3,8,"[3.6, 5.22]",5.22,63.2,7.0
50,1341,4,10,"[5.75, 0.0]",5.75,63.2,7.0
50,1341,5,12,"[0.0, 0.0]",0.0,63.2,7.0
50,1341,6,14,"[57.27, 47.03]",57.27,63.2,7.0
50,1341,7,16,"[37.38, 3.4]",37.38,63.2,7.0
50,1341,8,18,"[1.71, 0.41]",1.71,63.2,7.0
50,1341,9,20,"[19.55, 14.29]",19.55,63.2,7.0
50,1341,0,2,"[57.27, 46.46]",57.27,57.27,8.0
50,1341,1,4,"[3.6, 5.22]",5.22,57.27,8.0
50,1341,2,6,"[5.75, 0.0]",5.75,57.27,8.0
50,1341,3,8,"[0.0, 0.0]",0.0,57.27,8.0
50,1341,4,10,"[47.03, 37.38]",47.03,57.27,8.0
50,1341,5,12,"[3.4, 1.71]",3.4,57.27,8.0
50,1341,6,14,"[0.41, 19.55]",19.55,57.27,8.0
50,1341,7,16,"[14.29, 11.68]",14.29,57.27,8.0
50,1341,8,18,"[43.2, 38.03]",43.2,57.27,8.0
50,1341,9,20,"[38.79, 14.53]",38.79,57.27,8.0
50,1341,0,2,"[23.23, 85.24]",85.24,85.24,9.0
50,1341,1,4,"[3.6, 62.34]",62.34,85.24,9.0
50,1341,2,6,"[5.22, 5.75]",5.75,85.24,9.0
50,1341,3,8,"[0.0, 0.0]",0.0,85.24,9.0
50,1341,4,10,"[0.0, 57.27]",57.27,85.24,9.0
50,1341,5,12,"[86.37, 46.57]",86.37,86.37,9.0
50,1341,6,14,"[79.33, 53.43]",79.33,86.37,9.0
50,1341,7,16,"[60.68, 43.84]",60.68,86.37,9.0
50,1341,8,18,"[45.95, 33.95]",45.95,86.37,9.0
50,1341,9,20,"[72.24, 86.14]",86.14,86.37,9.0
50,1341,0,2,"[0.0, 0.0]",0.0,0.0,10.0
50,1341,1,4,"[3.6, 5.22]",5.22,5.22,10.0
50,1341,2,6,"[5.75, 0.0]",5.75,5.75,10.0
50,1341,3,8,"[0.0, 0.0]",0.0,5.75,10.0
50,1341,4,10,"[57.27, 47.03]",57.27,57.27,10.0
50,1341,5,12,"[37.38, 3.4]",37.38,57.27,10.0
50,1341,6,14,"[1.71, 0.41]",1.71,57.27,10.0
50,1341,7,16,"[19.55, 14.29]",19.55,57.27,10.0
50,1341,8,18,"[11.68, 43.2]",43.2,57.27,10.0
50,1341,9,20,"[38.03, 38.79]",38.79,57.27,10.0
50,1341,0,2,"[0.0, 0.0]",0.0,0.0,11.0
50,1341,1,4,"[75.28, 84.03]",84.03,84.03,11.0
50,1341,2,6,"[61.09, 0.0]",61.09,84.03,11.0
50,1341,3,8,"[38.79, 36.96]",38.79,84.03,11.0
50,1341,4,10,"[43.84, 63.2]",63.2,84.03,11.0
50,1341,5,12,"[37.4, 36.73]",37.4,84.03,11.0
50,1341,6,14,"[57.27, 40.47]",57.27,84.03,11.0
50,1341,7,16,"[26.56, 17.45]",26.56,84.03,11.0
50,1341,8,18,"[3.6, 5.22]",5.22,84.03,11.0
50,1341,9,20,"[5.75, 0.0]",5.75,84.03,11.0
50,1341,0,2,"[84.03, 0.0]",84.03,84.03,12.0
50,1341,1,4,"[57.27, 63.2]",63.2,84.03,12.0
50,1341,2,6,"[13.19, 26.29]",26.29,84.03,12.0
50,1341,3,8,"[38.79, 40.47]",40.47,84.03,12.0
50,1341,4,10,"[23.23, 65.32]",65.32,84.03,12.0
50,1341,5,12,"[38.03, 38.79]",38.79,84.03,12.0
50,1341,6,14,"[51.32, 61.94]",61.94,84.03,12.0
50,1341,7,16,"[28.17, 0.0]",28.17,84.03,12.0
50,1341,8,18,"[3.01, 8.04]",8.04,84.03,12.0
50,1341,9,20,"[72.24, 44.4]",72.24,84.03,12.0
50,1341,0,2,"[61.09, 63.2]",63.2,63.2,13.0
50,1341,1,4,"[3.6, 5.22]",5.22,63.2,13.0
50,1341,2,6,"[5.75, 0.0]",5.75,63.2,13.0
50,1341,3,8,"[0.0, 0.0]",0.0,63.2,13.0
50,1341,4,10,"[57.27, 47.03]",57.27,63.2,13.0
50,1341,5,12,"[37.38, 3.4]",37.38,63.2,13.0
50,1341,6,14,"[1.71, 0.41]",1.71,63.2,13.0
50,1341,7,16,"[19.55, 14.29]",19.55,63.2,13.0
50,1341,8,18,"[11.68, 43.2]",43.2,63.2,13.0
50,1341,9,20,"[38.03, 38.79]",38.79,63.2,13.0
50,1341,0,2,"[61.71, 85.24]",85.24,85.24,14.0
50,1341,1,4,"[61.09, 63.2]",63.2,85.24,14.0
50,1341,2,6,"[3.6, 5.22]",5.22,85.24,14.0
50,1341,3,8,"[5.75, 0.0]",5.75,85.24,14.0
50,1341,4,10,"[0.0, 0.0]",0.0,85.24,14.0
50,1341,5,12,"[57.27, 0.0]",57.27,85.24,14.0
50,1341,6,14,"[65.32, 51.32]",65.32,85.24,14.0
50,1341,7,16,"[10.13, 23.23]",23.23,85.24,14.0
50,1341,8,18,"[43.84, 84.03]",84.03,85.24,14.0
50,1341,9,20,"[62.34, 24.02]",62.34,85.24,14.0
50,1342,0,2,"[38.78, 55.7]",55.7,55.7,0.0
50,1342,1,4,"[3.6, 5.22]",5.22,55.7,0.0
50,1342,2,6,"[5.75, 0.0]",5.75,55.7,0.0
50,1342,3,8,"[0.0, 0.0]",0.0,55.7,0.0
50,1342,4,10,"[57.27, 47.03]",57.27,57.27,0.0
50,1342,5,12,"[37.38, 3.4]",37.38,57.27,0.0
50,1342,6,14,"[1.71, 0.41]",1.71,57.27,0.0
50,1342,7,16,"[19.55, 14.29]",19.55,57.27,0.0
50,1342,8,18,"[11.68, 43.2]",43.2,57.27,0.0
50,1342,9,20,"[38.03, 38.79]",38.79,57.27,0.0
50,1342,0,2,"[14.29, 3.01]",14.29,14.29,1.0
50,1342,1,4,"[3.6, 5.22]",5.22,14.29,1.0
50,1342,2,6,"[5.75, 0.0]",5.75,14.29,1.0
50,1342,3,8,"[0.0, 0.0]",0.0,14.29,1.0
50,1342,4,10,"[57.27, 47.03]",57.27,57.27,1.0
50,1342,5,12,"[37.38, 3.4]",37.38,57.27,1.0
50,1342,6,14,"[1.71, 0.41]",1.71,57.27,1.0
50,1342,7,16,"[19.55, 11.68]",19.55,57.27,1.0
50,1342,8,18,"[43.2, 38.03]",43.2,57.27,1.0
50,1342,9,20,"[38.79, 14.53]",38.79,57.27,1.0
50,1342,0,2,"[84.03, 0.0]",84.03,84.03,2.0
